cohort_name,cohort_label,cohort_domain,concept_id,include_descendants,concept_name,vocabulary_id,concept_code,review_status,phenotype_note,domain_id,standard_concept,drug
osteoporosis_medicines,Osteoporosis medicines,drug,783826,TRUE,pamidronate 9 MG/ML Injectable Solution [PAMIDRONATE DE SODIUM HOSPIRA] Box of 1,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784202,TRUE,2 ML Ibandronate 1 MG/ML Injectable Solution [Ibandronic Acid Accord],RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784203,TRUE,2 ML Ibandronate 1 MG/ML Injectable Solution [Ibandronic Acid Accord] Box of 1,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784204,TRUE,2 ML Ibandronate 1 MG/ML Injectable Solution [Ibandronic Acid Accord] Box of 1 by Accord,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784272,TRUE,3 ML Ibandronate 1 MG/ML Injectable Solution [Ibandronate EG],RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784273,TRUE,3 ML Ibandronate 1 MG/ML Injectable Solution [Ibandronate EG] Box of 1,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784275,TRUE,3 ML Ibandronate 1 MG/ML Injectable Solution [Ibandronate EG] Box of 1 by Eurogenerics,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784382,TRUE,5 ML zoledronic acid 0.8 MG/ML Injectable Solution [Zoledroninezuur Accord],RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784383,TRUE,5 ML zoledronic acid 0.8 MG/ML Injectable Solution [Zoledroninezuur Accord] Box of 1,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784384,TRUE,5 ML zoledronic acid 0.8 MG/ML Injectable Solution [Zoledroninezuur Accord] Box of 1 by Accord,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784385,TRUE,5 ML zoledronic acid 0.8 MG/ML Injectable Solution [ACIDE ZOLEDRONIQUE FRESENIUS KABI],RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784386,TRUE,5 ML zoledronic acid 0.8 MG/ML Injectable Solution [ACIDE ZOLEDRONIQUE FRESENIUS KABI] Box of 1,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784387,TRUE,5 ML zoledronic acid 0.8 MG/ML Injectable Solution [ACIDE ZOLEDRONIQUE FRESENIUS KABI] Box of 1 by Fresenius,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784388,TRUE,5 ML zoledronic acid 0.8 MG/ML Injectable Solution [ACIDE ZOLEDRONIQUE MYLAN],RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784389,TRUE,5 ML zoledronic acid 0.8 MG/ML Injectable Solution [ACIDE ZOLEDRONIQUE MYLAN] Box of 1,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784390,TRUE,5 ML zoledronic acid 0.8 MG/ML Injectable Solution [ACIDE ZOLEDRONIQUE MYLAN] Box of 1 by Mylan,RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
osteoporosis_medicines,Osteoporosis medicines,drug,784468,TRUE,5 ML pamidronate 3 MG/ML Injectable Solution [Pamidronate EG],RxNorm Extension,M05B_drugs_affecting_bone_structure_and_mineralization,reviewed_seed,Imported from master codelists,Drug,standard,M05B_drugs_affecting_bone_structure_and_mineralization
