"cohort_name","cohort_label","cohort_domain","concept_id","include_descendants","concept_name","vocabulary_id","concept_code","review_status","phenotype_note"
"laxatives","Laxatives","drug",21600532,TRUE,"DRUGS FOR CONSTIPATION","ATC","A06A","reviewed_seed","Drug proxy"
