"cohort_name","cohort_label","cohort_domain","concept_id","include_descendants","concept_name","vocabulary_id","concept_code","review_status","phenotype_note"
"dhp_calcium_channel_blockers","Dihydropyridine calcium-channel blockers","drug",21601746,TRUE,"Dihydropyridine derivatives","ATC","C08CA","reviewed_seed","ATC class"
