"cohort_name","cohort_label","cohort_domain","concept_id","include_descendants","concept_name","vocabulary_id","concept_code","review_status","phenotype_note"
"antipsychotics","Antipsychotics","drug",21604490,TRUE,"ANTIPSYCHOTICS","ATC","N05A","reviewed_seed","ATC class"
