concept_id,concept_name,domain_id,vocabulary_id,standard_concept,condition,cohort_name,cohort_label,cohort_domain
4010007,Edema of the upper extremity,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010009,Edema of thumb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010011,Edema of thigh,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010012,Edema of knee,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010362,Edema of foot,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010900,Transient edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010967,Edema of forearm,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010968,Edema of elbow,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010969,Edema of wrist,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010970,Edema of finger,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4010971,Edema of lower extremity,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4024297,Nasal mucosa edematous,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4026047,Sacral edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4032595,Idiopathic scrotal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4032895,Lymphedema of face,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4043946,Leukedema of tongue,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4048793,Vasogenic cerebral edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4049236,Edema of uvula,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4054198,Non-pitting edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4056883,Edema of pharynx,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4081073,Vibratory angioedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4082015,Edema of ear canal,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4083996,Drug-aggravated angioedema-urticaria,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4083997,NSAID-induced angioedema-urticaria,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4083998,Aspirin-induced angioedema-urticaria,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
