cohort_name,cohort_label,cohort_domain,concept_id,include_descendants,concept_name,vocabulary_id,concept_code,review_status,phenotype_note,domain_id,standard_concept,condition
diabetic_ketoacidosis,Diabetic ketoacidosis,condition,439770,FALSE,Ketoacidosis due to type 1 diabetes mellitus,SNOMED,Diabetic ketoacidosis,reviewed_seed,Imported from master codelists,Condition,standard,Diabetic ketoacidosis
diabetic_ketoacidosis,Diabetic ketoacidosis,condition,443727,FALSE,Diabetic ketoacidosis,SNOMED,Diabetic ketoacidosis,reviewed_seed,Imported from master codelists,Condition,standard,Diabetic ketoacidosis
diabetic_ketoacidosis,Diabetic ketoacidosis,condition,443734,FALSE,Ketoacidosis due to type 2 diabetes mellitus,SNOMED,Diabetic ketoacidosis,reviewed_seed,Imported from master codelists,Condition,standard,Diabetic ketoacidosis
diabetic_ketoacidosis,Diabetic ketoacidosis,condition,4009303,FALSE,Diabetic ketoacidosis without coma,SNOMED,Diabetic ketoacidosis,reviewed_seed,Imported from master codelists,Condition,standard,Diabetic ketoacidosis
diabetic_ketoacidosis,Diabetic ketoacidosis,condition,4095288,FALSE,Ketoacidotic coma due to diabetes mellitus,SNOMED,Diabetic ketoacidosis,reviewed_seed,Imported from master codelists,Condition,standard,Diabetic ketoacidosis
diabetic_ketoacidosis,Diabetic ketoacidosis,condition,4096041,FALSE,Malnutrition-related diabetes mellitus with ketoacidosis,SNOMED,Diabetic ketoacidosis,reviewed_seed,Imported from master codelists,Condition,standard,Diabetic ketoacidosis
diabetic_ketoacidosis,Diabetic ketoacidosis,condition,4224254,FALSE,Ketoacidotic coma due to type 1 diabetes mellitus,SNOMED,Diabetic ketoacidosis,reviewed_seed,Imported from master codelists,Condition,standard,Diabetic ketoacidosis
diabetic_ketoacidosis,Diabetic ketoacidosis,condition,4228443,FALSE,Ketoacidotic coma due to type 2 diabetes mellitus,SNOMED,Diabetic ketoacidosis,reviewed_seed,Imported from master codelists,Condition,standard,Diabetic ketoacidosis
